origin,detections,visit,Year,tp_year
NHM Denmark,1,"3841942-06-1755.574297, 12.576577",1942,1940-1949
NHM Denmark,1,"3971942-08-2055.568924, 9.749526",1942,1940-1949
NHM Denmark,1,"3981942-07-1355.519847, 9.809381",1942,1940-1949
NHM Denmark,1,"4091942-06-2155.513692, 11.769583",1942,1940-1949
NHM Denmark,1,"4661942-06-0655.320515, 15.188897",1942,1940-1949
NHM Denmark,4,"481942-06-2557.132243, 10.022347",1942,1940-1949
NHM Denmark,1,"481942-06-2557.134618, 10.020276",1942,1940-1949
NHM Denmark,1,"481942-06-2757.118165, 10.038573",1942,1940-1949
NHM Denmark,1,"481942-06-2757.132243, 10.022347",1942,1940-1949
NHM Denmark,1,"481942-06-2957.118165, 10.038573",1942,1940-1949
NHM Denmark,2,"4911942-07-2655.289309, 14.764054",1942,1940-1949
NHM Denmark,1,"5191942-08-0355.208452, 14.97168",1942,1940-1949
NHM Denmark,1,"5451942-07-3055.083282, 14.783336",1942,1940-1949
NHM Denmark,1,"5451942-07-3055.087584, 14.704505",1942,1940-1949
NHM Denmark,2,"5451942-07-3055.101024, 14.708335",1942,1940-1949
NHM Denmark,1,"5451942-08-0255.132879, 14.71368",1942,1940-1949
NHM Denmark,5,"5461942-07-2055.093061, 14.98088",1942,1940-1949
NHM Denmark,1,"5461942-07-2155.107989, 14.899542",1942,1940-1949
NHM Denmark,3,"5461942-07-2255.091645, 14.947165",1942,1940-1949
NHM Denmark,1,"5461942-07-2455.06907, 14.972151",1942,1940-1949
NHM Denmark,1,"5461942-07-3055.091645, 14.947165",1942,1940-1949
NHM Denmark,1,"5461942-08-0255.093061, 14.98088",1942,1940-1949
NHM Denmark,1,"5461942-08-0455.091645, 14.947165",1942,1940-1949
NHM Denmark,1,"5461942-08-0455.111723, 14.889369",1942,1940-1949
NHM Denmark,1,"5471942-07-2455.064682, 15.019543",1942,1940-1949
NHM Denmark,2,"5471942-07-2455.078873, 15.037897",1942,1940-1949
NHM Denmark,1,"5471942-07-2555.093996, 15.090803",1942,1940-1949
NHM Denmark,1,"5471942-07-2755.093996, 15.090803",1942,1940-1949
NHM Denmark,1,"5731942-07-0854.988156, 12.53059",1942,1940-1949
NHM Denmark,1,"5751942-07-2355.030913, 14.992448",1942,1940-1949
NHM Denmark,1,"5751942-07-2355.036735, 14.995474",1942,1940-1949
NHM Denmark,1,"5761942-07-2955.030634, 15.100056",1942,1940-1949
NHM Denmark,1,"601942-06-2557.086239, 9.937256",1942,1940-1949
NHM Denmark,1,"601942-06-2757.091255, 9.926595",1942,1940-1949
NHM Denmark,2,"6171942-06-0754.777111, 11.810513",1942,1940-1949
NHM Denmark,1,"6171942-10-0754.777111, 11.810513",1942,1940-1949
NHM Denmark,1,"711942-07-0156.982524, 9.639917",1942,1940-1949
NHM Denmark,3,"851942-07-0156.885379, 9.570625",1942,1940-1949
NHM Denmark,2,"991942-07-0656.834792, 9.716553",1942,1940-1949
NHM Denmark,2,"991942-07-0756.792497, 9.811867",1942,1940-1949
NHM Denmark,1,"111943-07-2957.48486, 10.309144",1943,1940-1949
NHM Denmark,1,"1151943-07-3056.662009, 9.884872",1943,1940-1949
NHM Denmark,1,"1161943-08-0356.721494, 10.112889",1943,1940-1949
NHM Denmark,6,"1161943-08-2356.721494, 10.112889",1943,1940-1949
NHM Denmark,1,"121943-07-2957.533271, 10.418354",1943,1940-1949
NHM Denmark,1,"121943-07-2957.535796, 10.379396",1943,1940-1949
NHM Denmark,1,"1261943-07-2356.58261, 9.135527",1943,1940-1949
NHM Denmark,2,"2441943-06-2756.006043, 11.988249",1943,1940-1949
NHM Denmark,3,"2441943-06-2856.006043, 11.988249",1943,1940-1949
NHM Denmark,1,"2441943-06-2956.006043, 11.988249",1943,1940-1949
NHM Denmark,1,"2451943-06-1456.060354, 12.090172",1943,1940-1949
NHM Denmark,1,"2451943-07-1856.050375, 12.109484",1943,1940-1949
NHM Denmark,1,"2701943-07-1355.967745, 11.858966",1943,1940-1949
NHM Denmark,1,"2701943-07-1855.951963, 11.753382",1943,1940-1949
NHM Denmark,2,"3011943-03-2855.841521, 12.475433",1943,1940-1949
NHM Denmark,1,"301943-07-1057.251365, 9.58438",1943,1940-1949
NHM Denmark,1,"3271943-10-1155.795164, 12.353026",1943,1940-1949
NHM Denmark,1,"3281943-03-2755.805758, 12.483211",1943,1940-1949
NHM Denmark,2,"3281943-10-1455.786534, 12.569818",1943,1940-1949
NHM Denmark,1,"3701943-07-0955.638665, 10.177185",1943,1940-1949
NHM Denmark,1,"3811943-06-1155.635054, 12.014884",1943,1940-1949
NHM Denmark,1,"3841943-08-2055.610828, 12.605071",1943,1940-1949
NHM Denmark,1,"3841943-08-2255.610828, 12.605071",1943,1940-1949
NHM Denmark,1,"3841943-09-1055.650239, 12.577788",1943,1940-1949
NHM Denmark,1,"481943-07-2657.132243, 10.022347",1943,1940-1949
NHM Denmark,1,"851943-07-0956.885379, 9.570625",1943,1940-1949
NHM Denmark,2,"861943-07-1456.861319, 9.706984",1943,1940-1949
NHM Denmark,1,"1121944-07-1956.748253, 9.472021",1944,1940-1949
NHM Denmark,1,"1151944-07-3056.662009, 9.884872",1944,1940-1949
NHM Denmark,1,"131944-07-0157.485035, 10.62391",1944,1940-1949
NHM Denmark,3,"2051944-07-2556.226441, 10.569564",1944,1940-1949
NHM Denmark,1,"2051944-07-2656.224037, 10.562402",1944,1940-1949
NHM Denmark,3,"2051944-07-2656.226441, 10.569564",1944,1940-1949
NHM Denmark,1,"2051944-07-2856.226441, 10.569564",1944,1940-1949
NHM Denmark,3,"2451944-08-0956.033807, 12.054928",1944,1940-1949
NHM Denmark,1,"2451944-08-1056.033807, 12.054928",1944,1940-1949
NHM Denmark,1,"2451944-08-1156.033869, 12.036464",1944,1940-1949
NHM Denmark,1,"2451944-08-2756.033807, 12.054928",1944,1940-1949
NHM Denmark,1,"2451944-09-1056.033807, 12.054928",1944,1940-1949
NHM Denmark,1,"2701944-06-2455.950415, 11.750643",1944,1940-1949
NHM Denmark,1,"2701944-06-2655.950415, 11.750643",1944,1940-1949
NHM Denmark,2,"2741944-08-2055.956869, 12.380639",1944,1940-1949
NHM Denmark,2,"2741944-08-2655.956869, 12.380639",1944,1940-1949
NHM Denmark,2,"3001944-03-1955.912786, 12.358243",1944,1940-1949
NHM Denmark,1,"3001944-04-1055.912786, 12.358243",1944,1940-1949
NHM Denmark,1,"3001944-05-1455.885883, 12.38485",1944,1940-1949
NHM Denmark,1,"3201944-05-2755.812838, 11.390453",1944,1940-1949
NHM Denmark,1,"3211944-05-2755.814955, 11.410492",1944,1940-1949
NHM Denmark,1,"3211944-05-2955.814955, 11.410492",1944,1940-1949
NHM Denmark,2,"3281944-04-2155.826747, 12.561746",1944,1940-1949
NHM Denmark,1,"3281944-06-2155.826747, 12.561746",1944,1940-1949
NHM Denmark,3,"4101944-05-2155.54868, 11.85627",1944,1940-1949
NHM Denmark,2,"5141944-06-0555.134448, 11.718936",1944,1940-1949
NHM Denmark,1,"5431944-08-0355.04521, 12.259567",1944,1940-1949
NHM Denmark,1,"5431944-08-2955.04521, 12.259567",1944,1940-1949
NHM Denmark,3,"5431944-08-3055.04521, 12.259567",1944,1940-1949
NHM Denmark,1,"5431944-08-3155.04521, 12.259567",1944,1940-1949
NHM Denmark,1,"5431944-09-0555.04521, 12.259567",1944,1940-1949
NHM Denmark,1,"5731944-08-0254.984062, 12.543113",1944,1940-1949
NHM Denmark,1,"6171944-07-1054.785146, 11.81141",1944,1940-1949
NHM Denmark,1,"6271944-05-2754.722821, 11.798109",1944,1940-1949
NHM Denmark,2,"851944-07-1956.86321, 9.500715",1944,1940-1949
NHM Denmark,1,"991944-07-1756.755234, 9.672506",1944,1940-1949
NHM Denmark,1,"2051945-07-1156.226441, 10.569564",1945,1940-1949
NHM Denmark,1,"2051945-07-1256.224037, 10.562402",1945,1940-1949
NHM Denmark,1,"2051945-07-1256.226441, 10.569564",1945,1940-1949
NHM Denmark,1,"2051945-07-1456.224037, 10.562402",1945,1940-1949
NHM Denmark,1,"2051945-07-1456.226441, 10.569564",1945,1940-1949
NHM Denmark,1,"2051945-07-1856.226441, 10.569564",1945,1940-1949
NHM Denmark,1,"2051945-07-2156.226441, 10.569564",1945,1940-1949
NHM Denmark,1,"2051945-07-2356.226441, 10.569564",1945,1940-1949
NHM Denmark,1,"2051945-07-2356.226621, 10.589252",1945,1940-1949
NHM Denmark,1,"2051945-07-2456.226441, 10.569564",1945,1940-1949
NHM Denmark,1,"2051945-07-2556.226621, 10.589252",1945,1940-1949
NHM Denmark,1,"2051945-07-2656.226621, 10.589252",1945,1940-1949
NHM Denmark,2,"2051945-07-2756.226441, 10.569564",1945,1940-1949
NHM Denmark,2,"2051945-07-2856.226441, 10.569564",1945,1940-1949
NHM Denmark,3,"2051945-07-3056.226441, 10.569564",1945,1940-1949
NHM Denmark,1,"2451945-08-1056.053381, 12.057543",1945,1940-1949
NHM Denmark,1,"3201945-08-0855.812838, 11.390453",1945,1940-1949
NHM Denmark,1,"3211945-08-0555.803419, 11.442043",1945,1940-1949
NHM Denmark,1,"3211945-08-0855.814955, 11.410492",1945,1940-1949
NHM Denmark,1,"3281945-08-2655.774622, 12.467824",1945,1940-1949
NHM Denmark,3,"3841945-08-0455.610828, 12.605071",1945,1940-1949
NHM Denmark,1,"3841945-08-2855.610828, 12.605071",1945,1940-1949
NHM Denmark,1,"6271945-08-1154.677089, 11.81841",1945,1940-1949
NHM Denmark,2,"1161946-07-2256.721494, 10.112889",1946,1940-1949
NHM Denmark,1,"1161946-07-2356.721494, 10.112889",1946,1940-1949
NHM Denmark,1,"2051946-07-2656.226441, 10.569564",1946,1940-1949
NHM Denmark,1,"2051946-07-2756.226441, 10.569564",1946,1940-1949
NHM Denmark,1,"2051946-07-2856.226441, 10.569564",1946,1940-1949
NHM Denmark,1,"2051946-07-2956.226441, 10.569564",1946,1940-1949
NHM Denmark,1,"2051946-07-3156.22624, 10.57471",1946,1940-1949
NHM Denmark,3,"2051946-07-3156.226441, 10.569564",1946,1940-1949
NHM Denmark,2,"2051946-08-0156.226441, 10.569564",1946,1940-1949
NHM Denmark,1,"2051946-08-0256.226441, 10.569564",1946,1940-1949
NHM Denmark,1,"2051946-08-0456.224037, 10.562402",1946,1940-1949
NHM Denmark,1,"2051946-08-0556.22624, 10.57471",1946,1940-1949
NHM Denmark,3,"2051946-08-0556.226441, 10.569564",1946,1940-1949
NHM Denmark,1,"2741946-10-1755.998779, 12.311957",1946,1940-1949
NHM Denmark,1,"2971946-09-0855.907007, 11.97694",1946,1940-1949
NHM Denmark,1,"301946-07-1357.251365, 9.58438",1946,1940-1949
NHM Denmark,1,"3271946-05-3055.800863, 12.335527",1946,1940-1949
NHM Denmark,1,"3281946-05-1755.805758, 12.483211",1946,1940-1949
NHM Denmark,2,"3281946-05-3155.777602, 12.47277",1946,1940-1949
NHM Denmark,1,"3301946-08-1455.696125, 8.222906",1946,1940-1949
NHM Denmark,1,"3701946-08-0455.638665, 10.177185",1946,1940-1949
NHM Denmark,1,"3701946-08-0555.638665, 10.177185",1946,1940-1949
NHM Denmark,3,"3701946-08-0655.638665, 10.177185",1946,1940-1949
NHM Denmark,1,"3701946-08-0755.638665, 10.177185",1946,1940-1949
NHM Denmark,1,"3701946-08-0855.638665, 10.177185",1946,1940-1949
NHM Denmark,1,"3701946-08-1055.638665, 10.177185",1946,1940-1949
NHM Denmark,1,"3701946-08-1155.638665, 10.177185",1946,1940-1949
NHM Denmark,1,"3701946-08-1255.638665, 10.177185",1946,1940-1949
NHM Denmark,1,"3701946-08-1455.638665, 10.177185",1946,1940-1949
NHM Denmark,1,"3701946-08-1555.638665, 10.177185",1946,1940-1949
NHM Denmark,1,"4661946-06-2955.320515, 15.188897",1946,1940-1949
NHM Denmark,1,"5471946-07-0155.093204, 15.076931",1946,1940-1949
NHM Denmark,1,"5471946-07-0355.093996, 15.090803",1946,1940-1949
NHM Denmark,1,"6271946-07-0854.722821, 11.798109",1946,1940-1949
NHM Denmark,2,"1021947-06-2256.802986, 10.271715",1947,1940-1949
NHM Denmark,1,"2051947-07-2856.226441, 10.569564",1947,1940-1949
NHM Denmark,2,"2051947-08-0156.226441, 10.569564",1947,1940-1949
NHM Denmark,1,"2051947-08-0256.226441, 10.569564",1947,1940-1949
NHM Denmark,1,"2051947-08-0356.226441, 10.569564",1947,1940-1949
NHM Denmark,1,"2051947-08-0456.226441, 10.569564",1947,1940-1949
NHM Denmark,1,"2401947-06-0356.119181, 9.915095",1947,1940-1949
NHM Denmark,2,"2401947-06-1756.119181, 9.915095",1947,1940-1949
NHM Denmark,1,"2441947-06-0256.006043, 11.988249",1947,1940-1949
NHM Denmark,2,"2771947-07-1755.878535, 8.229591",1947,1940-1949
NHM Denmark,1,"2951947-08-0855.852084, 11.587062",1947,1940-1949
NHM Denmark,1,"3021947-07-1955.816224, 8.198243",1947,1940-1949
NHM Denmark,5,"3031947-07-1855.778936, 8.291037",1947,1940-1949
NHM Denmark,1,"3281947-05-1755.770929, 12.542932",1947,1940-1949
NHM Denmark,2,"3291947-07-1855.690896, 8.177124",1947,1940-1949
NHM Denmark,3,"3301947-07-1855.750173, 8.241541",1947,1940-1949
NHM Denmark,1,"3521947-05-0655.663363, 12.034647",1947,1940-1949
NHM Denmark,1,"3521947-08-0655.663363, 12.034647",1947,1940-1949
NHM Denmark,1,"481947-07-1257.132243, 10.022347",1947,1940-1949
NHM Denmark,1,"851947-07-1256.885379, 9.570625",1947,1940-1949
NHM Denmark,1,"851947-07-1856.885379, 9.570625",1947,1940-1949
NHM Denmark,3,"851947-07-2056.885379, 9.570625",1947,1940-1949
NHM Denmark,1,"851947-07-2256.885379, 9.570625",1947,1940-1949
NHM Denmark,1,"891947-06-2256.908337, 10.258329",1947,1940-1949
